"","period.group","period","group","year","month","u","v"
"343","2015-05:1","2015-05",1,2015,5,-0.0117908743487169,0.00543600163396584
"344","2015-05:2","2015-05",2,2015,5,0.0116230266571178,-0.045888616499723
"345","2015-05:3","2015-05",3,2015,5,0.0282208622814798,-0.0621386411311434
"346","2016-01:1","2016-01",1,2016,1,-0.068069828279693,0.170797616650716
"347","2016-01:2","2016-01",2,2016,1,-0.051655391618229,0.134561657846298
"348","2016-01:3","2016-01",3,2016,1,-0.0799483277206168,0.1205954753032
"349","2016-02:1","2016-02",1,2016,2,-0.0464946832501715,0.125264238330309
"350","2016-02:2","2016-02",2,2016,2,-0.0114330510706464,0.0739739795792822
"351","2016-02:3","2016-02",3,2016,2,-0.0510492049869238,0.0872375318196193
"352","2016-03:1","2016-03",1,2016,3,-0.0453397673527191,0.104377458432208
"353","2016-03:2","2016-03",2,2016,3,-0.0250377666556975,0.0474203892543744
"354","2016-03:3","2016-03",3,2016,3,-0.0479664080312217,0.0812856174617825
"355","2016-04:1","2016-04",1,2016,4,-0.00712281699752566,0.0471736282265802
"356","2016-04:2","2016-04",2,2016,4,0.0285444980395945,-0.029022721100268
"357","2016-04:3","2016-04",3,2016,4,0.0103718659017521,-0.0150619799766383
"358","2016-05:1","2016-05",1,2016,5,0.00921035975864581,-0.0136891105419546
"359","2016-05:2","2016-05",2,2016,5,0.0208872409513953,-0.0352340690076166
"360","2016-05:3","2016-05",3,2016,5,0.0260479907617728,-0.0730047725898347
"361","2017-01:1","2017-01",1,2017,1,-0.0454308554344394,0.0774776243280131
"362","2017-01:2","2017-01",2,2017,1,-0.0337387041495245,0.0632736748180841
"363","2017-01:3","2017-01",3,2017,1,-0.0730934163897028,0.112791654508734
"364","2017-02:1","2017-02",1,2017,2,-0.0515483778121401,0.0719392475402165
"365","2017-02:2","2017-02",2,2017,2,-0.0474394072523511,0.0529570951380317
"366","2017-02:3","2017-02",3,2017,2,-0.0797043082058239,0.097193636968646
"367","2017-03:1","2017-03",1,2017,3,-0.0208899973402771,0.0409180082768312
"368","2017-03:2","2017-03",2,2017,3,0.000521422022277276,0.0214662168526453
"369","2017-03:3","2017-03",3,2017,3,-0.044485565020951,0.0634928085112201
"370","2017-04:1","2017-04",1,2017,4,-0.00855154646629221,0.0294092822459516
"371","2017-04:2","2017-04",2,2017,4,-0.0130499208860147,0.0269928992472871
"372","2017-04:3","2017-04",3,2017,4,-0.0407729157750592,0.0729501057640981
"373","2017-05:1","2017-05",1,2017,5,0.0114398624444151,-0.0205155165115881
"374","2017-05:2","2017-05",2,2017,5,0.0195613479203705,-0.0199229391063444
"375","2017-05:3","2017-05",3,2017,5,-0.00187162714658476,-0.0134211436611366
"376","2018-01:1","2018-01",1,2018,1,-0.0582881932289489,0.129009908926101
"377","2018-01:2","2018-01",2,2018,1,-0.0247993578454684,0.0882042183582756
"378","2018-01:3","2018-01",3,2018,1,-0.0546491156733077,0.0913478081445941
"379","2018-02:1","2018-02",1,2018,2,-0.0341304057222254,0.0245191401161616
"380","2018-02:2","2018-02",2,2018,2,-0.0232691559444212,0.00401431564634768
"381","2018-02:3","2018-02",3,2018,2,-0.0395687011868425,0.0186141778441953
"382","2018-03:1","2018-03",1,2018,3,-0.0185276287197633,0.0280546332274741
"383","2018-03:2","2018-03",2,2018,3,-0.021518789648484,0.0275886548371933
"384","2018-03:3","2018-03",3,2018,3,-0.0432575805464801,0.0526939540297067
"385","2018-04:1","2018-04",1,2018,4,-0.0120710653078852,0.040513516968946
"386","2018-04:2","2018-04",2,2018,4,-0.0191642283782249,0.0185848562363057
"387","2018-04:3","2018-04",3,2018,4,-0.0182969720836427,0.0242711219486199
"388","2018-05:1","2018-05",1,2018,5,0.00427800955841412,0.0109740135955402
"389","2018-05:2","2018-05",2,2018,5,-0.00390406871541757,-0.00380082345814224
"390","2018-05:3","2018-05",3,2018,5,0.00505473682282821,-0.0283261987347059
"391","2019-01:1","2019-01",1,2019,1,-0.0660435020820794,0.116821971269039
"392","2019-01:2","2019-01",2,2019,1,-0.0485326076124402,0.0950100283802035
"393","2019-01:3","2019-01",3,2019,1,-0.0566003437176599,0.100876844192303
"394","2019-02:1","2019-02",1,2019,2,-0.0492902803608436,0.0629604167085045
"395","2019-02:2","2019-02",2,2019,2,-0.0333858977989662,0.00882542105454399
"396","2019-02:3","2019-02",3,2019,2,-0.0550290710406501,0.0444892995318172
"397","2019-03:1","2019-03",1,2019,3,-0.0146415139862332,0.0448970909954295
"398","2019-03:2","2019-03",2,2019,3,0.0117526205276401,0.0128400908185189
"399","2019-03:3","2019-03",3,2019,3,-0.00715133907533797,0.0156713079243544
"400","2019-04:1","2019-04",1,2019,4,-0.014572809510094,0.0453026839609433
"401","2019-04:2","2019-04",2,2019,4,-0.000993002020493661,0.00551770421524172
"402","2019-04:3","2019-04",3,2019,4,0.00504274586083185,-0.00694820215139795
"403","2019-05:1","2019-05",1,2019,5,-0.00119549251509655,-0.00351768289599574
"404","2019-05:2","2019-05",2,2019,5,0.000324455515418735,-0.0303683360902888
"405","2019-05:3","2019-05",3,2019,5,0.0183132263614307,-0.0507895816747057
"406","2020-01:1","2020-01",1,2020,1,-0.0539175097236274,0.101115997071902
"407","2020-01:2","2020-01",2,2020,1,-0.0440755762385268,0.0660908259943244
"408","2020-01:3","2020-01",3,2020,1,-0.0378247051454322,0.0734596933289058
"409","2020-02:1","2020-02",1,2020,2,-0.0148681336800973,0.0567537605876026
"410","2020-02:2","2020-02",2,2020,2,-0.0124175345820667,0.0247447943612743
"411","2020-02:3","2020-02",3,2020,2,-0.0219566906707525,0.012343538043136
"412","2020-03:1","2020-03",1,2020,3,-0.0185627666330589,0.0197853895665081
"413","2020-03:2","2020-03",2,2020,3,-0.014516925901178,0.00111732462164943
"414","2020-03:3","2020-03",3,2020,3,-0.000443557005340817,-0.00389443048039285
"415","2020-04:1","2020-04",1,2020,4,-0.00420861339555973,0.0144670351213963
"416","2020-04:2","2020-04",2,2020,4,0.00459577152404686,-0.00748849170864191
"417","2020-04:3","2020-04",3,2020,4,0.0195840989211389,-0.0270862525708091
"418","2020-05:1","2020-05",1,2020,5,-0.0128645084785153,0.0460235651872817
"419","2020-05:2","2020-05",2,2020,5,0.000465978101583626,0.0264985457834058
"420","2020-05:3","2020-05",3,2020,5,0.00830605302017475,-0.00701964229501619
"421","2021-01:1","2021-01",1,2021,1,-0.0537164622846572,0.145796476017438
"422","2021-01:2","2021-01",2,2021,1,-0.040982826530703,0.106127954958632
"423","2021-01:3","2021-01",3,2021,1,-0.0539831727479973,0.0901096376382221
"424","2021-02:1","2021-02",1,2021,2,-0.0192459191981674,0.0644567010993863
"425","2021-02:2","2021-02",2,2021,2,-0.0313354077857577,0.0280395525839832
"426","2021-02:3","2021-02",3,2021,2,-0.0265124739922733,0.017571219831033
"427","2021-03:1","2021-03",1,2021,3,-1.84074900916937e-06,0.0173077118011082
"428","2021-03:2","2021-03",2,2021,3,-0.00455132885215782,0.0088130679748525
"429","2021-03:3","2021-03",3,2021,3,-0.00155279240718675,0.0146126492648289
"430","2021-04:1","2021-04",1,2021,4,0.00567589473838626,-0.00660925959524719
"431","2021-04:2","2021-04",2,2021,4,0.0251423498374593,-0.0287251640293401
"432","2021-04:3","2021-04",3,2021,4,0.0274732356484374,-0.0404329496065114
"433","2021-05:1","2021-05",1,2021,5,-0.00945873968877158,0.0259002231232343
"434","2021-05:2","2021-05",2,2021,5,0.0132237376875478,-0.00826178964186251
"435","2021-05:3","2021-05",3,2021,5,0.0320966339798956,-0.0526068989220882
